TITLE	GENRE
The Secret of Treasure Island (1938)	Thriller
The Secrets of Wu Sin (1932)	Crime
The Secrets of Wu Sin (1932)	Mystery
The Secrets of Wu Sin (1932)	Romance
The Sentinel (1977)	Drama
The Sentinel (1977)	Horror
The Sentinel (1977)	Mystery
The Sentinel (1977)	Thriller
The Serpent and the Rainbow (1988)	Horror
The Serpent and the Rainbow (1988)	Thriller
The Seventh Shadow (2009)	Action
The Seventh Shadow (2009)	Adventure
The Seventh Shadow (2009)	Horror
The Seventh Shadow (2009)	Sci-Fi
The Seventh Shadow (2009)	Short
The Seventh Son (2013)	Adventure
The Seventh Son (2013)	Family
The Seventh Son (2013)	Fantasy
The Sexy Chef (2002)	Comedy
The Shadow (1994)	Action
The Shadow (1994)	Adventure
The Shadow (1994)	Crime
The Shadow (1994)	Fantasy
The Shadow (1994)	Mystery
The Shadow (1994)	Thriller
The Shadow Men (1997)	Action
The Shadow Men (1997)	Sci-Fi
The Shadow Men (1997)	Thriller
The Shadow Within (2007)	Horror
The Shadow Within (2007)	Thriller
The Shadow of the East (1924)	Horror
The Shadow of the Night (2008)	Horror
The Shadow of the Night (2008)	Short
The Shadow of the Night (2008)	Thriller
The Shadows (2012)	Drama
The Shadows (2012)	Fantasy
The Shadowy Third (1995) (TV)	Drama
The Shape of Evil (2002)	Drama
The Shape of Evil (2002)	Horror
The Shape of Evil (2002)	Mystery
The Shape of Evil (2002)	Thriller
The She-Creature (1956)	Fantasy
The She-Creature (1956)	Horror
The Shining (1980)	Horror
The Shining (1980)	Mystery
The Short Films of Tellef Johnson (2012) (V)	Crime
The Short Films of Tellef Johnson (2012) (V)	Drama
The Short Films of Tellef Johnson (2012) (V)	Short
The Short Films of Tellef Johnson (2012) (V)	Thriller
The Short Films of Tellef Johnson (2012) (V)	Western
The Shriek (1933)	Animation
The Shriek (1933)	Comedy
The Shriek (1933)	Short
The Shrieking (2008)	Horror
The Shrine (2010)	Horror
The Sick House (2008)	Horror
The Sickness (2011)	Action
The Sickness (2011)	Adventure
The Sickness (2011)	Drama
The Sickness (2011)	Horror
The Sickness (2011)	Thriller
The Sight (2000) (TV)	Mystery
The Sight (2000) (TV)	Thriller
The Signalman (1976) (TV)	Drama
The Signalman (1976) (TV)	Horror
The Signalman (1976) (TV)	Short
The Signs of End Time (2007) (V)	Horror
The Signs of Endtime 2 (2007) (V)	Horror
The Simian Line (2000)	Drama
The Simpsons Movie (2007)	Adventure
The Simpsons Movie (2007)	Animation
The Simpsons Movie (2007)	Comedy
The Singing Forest (2003)	Drama
The Singing Forest (2003)	Fantasy
The Singing Forest (2003)	Romance
The Sinner (2011/I)	Action
The Sinner (2011/I)	Adventure
The Sinner (2011/I)	Drama
The Sinner (2011/I)	Thriller
The Sisterhood (2004) (V)	Horror
The Six Million Dollar Man (1973) (TV)	Adventure
The Six Million Dollar Man (1973) (TV)	Sci-Fi
The Sixth Man (1997)	Comedy
The Sixth Man (1997)	Drama
The Sixth Man (1997)	Fantasy
The Sixth Man (1997)	Romance
The Sixth Man (1997)	Sport
The Sixth Sense (1999)	Drama
The Sixth Sense (1999)	Mystery
The Sixth Sense (1999)	Thriller
The Skeleton Dance (1929)	Animation
The Skeleton Dance (1929)	Comedy
The Skeleton Dance (1929)	Family
The Skeleton Dance (1929)	Horror
The Skeleton Dance (1929)	Musical
The Skeleton Dance (1929)	Short
The Skin Trade (2014)	Fantasy
The Skin Trade (2014)	Horror
The Skin Trade (2014)	Mystery
The Skin Trade (2014)	Thriller
The Skull (1965)	Horror
The Skull (1965)	Thriller
The Sky Has Fallen (2009)	Action
The Sky Has Fallen (2009)	Drama
The Sky Has Fallen (2009)	Horror
The Sky Has Fallen (2009)	Romance
The Slammie Bros. vs. Godzilla and Gamera (1992)	Comedy
The Slayer (1982)	Horror
The Sleep of Death (1980)	Horror
The Sleep of Reason (2003)	Horror
The Sleep of Reason (2003)	Thriller
The Sleeping Car (1990)	Comedy
The Sleeping Car (1990)	Horror
The Slim Shady Show (2001) (V)	Animation
The Slime People (1963)	Horror
The Slime People (1963)	Sci-Fi
The Snake King (2005) (TV)	Adventure
The Snake King (2005) (TV)	Horror
The Snake King (2005) (TV)	Thriller
The Snake Woman (1961)	Horror
The Snatching (2010)	Drama
The Snatching (2010)	Horror
The Snatching (2010)	Sci-Fi
The Snatching (2010)	Short
The Snow Creature (1954)	Horror
The Snow Queen (2005) (TV)	Family
The Snow Queen (2005) (TV)	Fantasy
The Soldier (2007)	Horror
The Soldier (2007)	Short
The Soldier (2007)	War
The Solid Tin Coyote (1966)	Animation
The Solid Tin Coyote (1966)	Comedy
The Solid Tin Coyote (1966)	Family
The Solid Tin Coyote (1966)	Short
The Solo's (2004)	Comedy
The Solo's (2004)	Sci-Fi
The Solo's (2004)	Short
The Son of Kong (1933)	Action
The Son of Kong (1933)	Adventure
The Son of Kong (1933)	Comedy
The Son of Kong (1933)	Fantasy
The Son of Kong (1933)	Horror
The Son of Kong (1933)	Sci-Fi
The Sorcerer's Apprentice (2010)	Action
The Sorcerer's Apprentice (2010)	Adventure
The Sorcerer's Apprentice (2010)	Comedy
The Sorcerer's Apprentice (2010)	Drama
The Sorcerer's Apprentice (2010)	Fantasy
The Sorrows of Satan (1926)	Drama
The Sorrows of Satan (1926)	Romance
The Soul Detective (2009)	Fantasy
The Soul Detective (2009)	Short
The Soul Snatcher (1965)	Fantasy
The Soul Snatcher (1965)	Horror
The Soul Snatcher (1965)	Short
The Sound of 'A.I.' (2002) (V)	Short
The Space Children (1958)	Sci-Fi
The Spaceman and King Arthur (1979)	Adventure
The Spaceman and King Arthur (1979)	Comedy
The Spaceman and King Arthur (1979)	Family
The Spaceman and King Arthur (1979)	Fantasy
The Spaceman and King Arthur (1979)	Sci-Fi
The Spacey Brothers (1997) (V)	Comedy
The Spacey Brothers (1997) (V)	Family
The Specimen (1972)	Sci-Fi
The Speed Demon (2009)	Action
The Speed Demon (2009)	Drama
The Speed Demon (2009)	Short
The Speed Spook (1924)	Comedy
The Spiderwick Chronicles (2008)	Adventure
The Spiderwick Chronicles (2008)	Family
The Spiderwick Chronicles (2008)	Fantasy
The Spirit Is Willing (1967)	Comedy
The Spirit Is Willing (1967)	Horror
The SpongeBob SquarePants Movie (2004)	Animation
The SpongeBob SquarePants Movie (2004)	Comedy
The SpongeBob SquarePants Movie (2004)	Family
The Spy Swatter (1967)	Animation
The Spy Swatter (1967)	Comedy
The Spy Swatter (1967)	Family
The Spy Swatter (1967)	Short
The Squeeze (1987)	Action
The Squeeze (1987)	Comedy
The Squeeze (1987)	Crime
The Squeeze (1987)	Romance
The Squeeze (1987)	Thriller
The St. Francisville Experiment (2000)	Horror
The St. Francisville Experiment (2000)	Mystery
The St. Francisville Experiment (2000)	Thriller
The Stand (2013)	Adventure
The Stand (2013)	Drama
The Stand (2013)	Fantasy
The Stand (2013)	Horror
The Stand (2013)	Sci-Fi
The Stand (2013)	Thriller
The Star Wars Holiday Special (1978) (TV)	Adventure
The Star Wars Holiday Special (1978) (TV)	Family
The Star Wars Holiday Special (1978) (TV)	Musical
The Star Wars Holiday Special (1978) (TV)	Sci-Fi
The Stay Awake (1987)	Horror
The Steel Collar Man (1985) (TV)	Action
The Steel Collar Man (1985) (TV)	Adventure
The Steel Collar Man (1985) (TV)	Sci-Fi
The Stepford Children (1987) (TV)	Drama
The Stepford Children (1987) (TV)	Thriller
The Stepford Wives (1975)	Horror
The Stepford Wives (1975)	Mystery
The Stepford Wives (1975)	Sci-Fi
The Stepford Wives (1975)	Thriller
The Stepford Wives (2004)	Comedy
The Stepford Wives (2004)	Sci-Fi
The Stepford Wives (2004)	Thriller
The Stigma (2010)	Drama
The Stigma (2010)	Short
The Stone: No Soul Unturned (2010)	Horror
The Stone: No Soul Unturned (2010)	Horror
The Stone: No Soul Unturned (2010)	Mystery
The Stone: No Soul Unturned (2010)	Mystery
The Stone: No Soul Unturned (2010)	Thriller
The Stone: No Soul Unturned (2010)	Thriller
The Story of 'Hansel and Gretel' (1951) (TV)	Animation
The Story of 'Hansel and Gretel' (1951) (TV)	Short
The Story of 'Rapunzel' (1951)	Animation
The Story of 'Rapunzel' (1951)	Short
The Story of Mankind (1957)	Drama
The Story of Mankind (1957)	Fantasy
The Story of Three Loves (1953)	Drama
The Story of Three Loves (1953)	Music
The Story of Three Loves (1953)	Romance
The Strange Experiment of Doctor Purefoy (2009) (V)	Drama
The Strange Experiment of Doctor Purefoy (2009) (V)	Horror
The Strange Experiment of Doctor Purefoy (2009) (V)	Mystery
The Strange Experiment of Doctor Purefoy (2009) (V)	Sci-Fi
The Strange Experiment of Doctor Purefoy (2009) (V)	Short
The Strange Experiment of Doctor Purefoy (2009) (V)	Thriller
The Strange World of Planet X (1958)	Drama
The Strange World of Planet X (1958)	Horror
The Strange World of Planet X (1958)	Sci-Fi
The Strangeness (1985)	Horror
The Stranger Within (1974) (TV)	Mystery
The Stranger Within (1974) (TV)	Sci-Fi
The Struggle for Existence (2009)	News
The Study of Bunkers & Mounds in a Temperate Climate (Relatively Speaking) (2007)	Comedy
The Study of Bunkers & Mounds in a Temperate Climate (Relatively Speaking) (2007)	Drama
The Study of Bunkers & Mounds in a Temperate Climate (Relatively Speaking) (2007)	Fantasy
The Study of Bunkers & Mounds in a Temperate Climate (Relatively Speaking) (2007)	Short
The Stuff (1985)	Comedy
The Stuff (1985)	Horror
The Stuff (1985)	Mystery
The Stuff (1985)	Sci-Fi
The Supernaturals (1986)	Horror
The Supernaturals (1986)	Mystery
The Supernaturals (1986)	Sci-Fi
The Survivor (1981)	Horror
The Survivor (1981)	Mystery
The Survivor (1981)	Thriller
The Survivors (2011)	Sci-Fi
The Survivors (2011)	Short
The Sweet Hand of the White Rose (2010)	Drama
The Sweet Hand of the White Rose (2010)	Fantasy
The Sweet Hand of the White Rose (2010)	Horror
The Sweet Hand of the White Rose (2010)	Mystery
The Sweet Hand of the White Rose (2010)	Short
The Sword and the Sorcerer (1982)	Action
The Sword and the Sorcerer (1982)	Adventure
The Sword and the Sorcerer (1982)	Fantasy
The Sword in the Stone (1963)	Adventure
The Sword in the Stone (1963)	Animation
The Sword in the Stone (1963)	Family
The Sword in the Stone (1963)	Fantasy
The Tale of Nippoless Nippleby (1992)	Animation
The Tale of Nippoless Nippleby (1992)	Short
The Tale of Tarquin Slant (2004)	Fantasy
The Tale of Tarquin Slant (2004)	Short
The Tapes (2011)	Horror
The Task (2011)	Horror
The Teddy Bears' Scare (1998) (TV)	Animation
The Teddy Bears' Scare (1998) (TV)	Family
The Temptress (2003) (V)	Action
The Temptress (2003) (V)	Horror
The Temptress (2003) (V)	Thriller
The Terminal (2004)	Comedy
The Terminal (2004)	Drama
The Terminals (2009)	Drama
The Terminals (2009)	Short
The Terminator (1984)	Action
The Terminator (1984)	Sci-Fi
The Terminators (2009) (V)	Action
The Terminators (2009) (V)	Horror
The Terminators (2009) (V)	Sci-Fi
The Terror (1963)	Horror
The Terror Within (1989)	Horror
The Terror Within (1989)	Sci-Fi
The Terror Within II (1991)	Action
The Terror Within II (1991)	Horror
The Terror Within II (1991)	Sci-Fi
The Terrornauts (1967)	Sci-Fi
The Theatre Bizarre (2011)	Horror
The Thief of Bagdad (1924)	Adventure
The Thief of Bagdad (1924)	Family
The Thief of Bagdad (1924)	Fantasy
The Thief of Bagdad (1924)	Romance
The Thief of Bagdad (1940)	Adventure
The Thief of Bagdad (1940)	Family
The Thief of Bagdad (1940)	Fantasy
The Thing (1982)	Horror
The Thing (1982)	Mystery
The Thing (1982)	Sci-Fi
The Thing (1982)	Thriller
The Thing (2011/I)	Horror
The Thing (2011/I)	Mystery
The Thing (2011/I)	Sci-Fi
The Thing (2011/I)	Thriller
The Thing Below (2004) (V)	Horror
The Thing Below (2004) (V)	Sci-Fi
The Thing Below (2004) (V)	Thriller
The Thing Called Love (1993)	Comedy
The Thing Called Love (1993)	Drama
The Thing Called Love (1993)	Music
The Thing Called Love (1993)	Romance
The Thing What Lurked in the Tub (1988)	Animation
The Thing What Lurked in the Tub (1988)	Short
The Thing from Another World (1951)	Horror
The Thing from Another World (1951)	Sci-Fi
The Thing in the Corner (2007)	Horror
The Thing in the Corner (2007)	Short
The Third Testament: The Antichrist and the Harlot (2009)	Action
The Thirst (2006)	Horror
The Thirst: Blood War (2008)	Action
The Thirst: Blood War (2008)	Comedy
The Thirst: Blood War (2008)	Horror
The Thirst: Blood War (2008)	Thriller
The Thirteenth Year (1999) (TV)	Comedy
The Thirteenth Year (1999) (TV)	Fantasy
The Thompsons (2012)	Drama
The Thompsons (2012)	Horror
The Thompsons (2012)	Thriller
The Three Stooges Meet Hercules (1962)	Comedy
The Three Stooges Meet Hercules (1962)	Fantasy
The Time Guardian (1987)	Action
The Time Guardian (1987)	Romance
The Time Guardian (1987)	Sci-Fi
The Time Guardian (1987)	Thriller
The Time Machine (2002)	Action
The Time Machine (2002)	Adventure
The Time Machine (2002)	Sci-Fi
The Time Machine: A Chad, Matt & Rob Interactive Adventure (2008)	Action
The Time Machine: A Chad, Matt & Rob Interactive Adventure (2008)	Adventure
The Time Machine: A Chad, Matt & Rob Interactive Adventure (2008)	Comedy
The Time Machine: A Chad, Matt & Rob Interactive Adventure (2008)	Sci-Fi
The Time Machine: A Chad, Matt & Rob Interactive Adventure (2008)	Short
The Time Travelers (1964)	Action
The Time Travelers (1964)	Horror
The Time Travelers (1964)	Romance
The Time Travelers (1964)	Sci-Fi
The Time of Their Lives (1946)	Comedy
The Time of Their Lives (1946)	Fantasy
The Time of Their Lives (1946)	Romance
The Time of Their Lives (1946)	Thriller
The Tin Man (1935)	Adventure
The Tin Man (1935)	Comedy
The Tin Man (1935)	Short
The Tomb (1986)	Fantasy
The Tomb (1986)	Horror
The Tomb (2007) (V)	Drama
The Tomb (2007) (V)	Horror
The Tomb (2007) (V)	Thriller
The Touch of Satan (1971)	Horror
The Tower of London (1926)	Drama
The Tower of London (1926)	Short
The Toxic Avenger (1984)	Action
The Toxic Avenger (1984)	Comedy
The Toxic Avenger (1984)	Horror
The Toxic Avenger (1984)	Sci-Fi
The Toxic Avenger Part II (1989)	Action
The Toxic Avenger Part II (1989)	Adventure
The Toxic Avenger Part II (1989)	Comedy
The Toxic Avenger Part II (1989)	Horror
The Toxic Avenger Part II (1989)	Sci-Fi
The Toxic Avenger Part III: The Last Temptation of Toxie (1989)	Action
The Toxic Avenger Part III: The Last Temptation of Toxie (1989)	Comedy
The Toxic Avenger Part III: The Last Temptation of Toxie (1989)	Horror
The Toxic Avenger Part III: The Last Temptation of Toxie (1989)	Sci-Fi
The Toy Box (1971)	Horror
The Toy Box (1971)	Sci-Fi
The Tragedy of Macbeth (1971)	Drama
The Trail (2005)	Horror
The Trail (2005)	Short
The Transformers: The Movie (1986)	Action
The Transformers: The Movie (1986)	Adventure
The Transformers: The Movie (1986)	Animation
The Transformers: The Movie (1986)	Family
The Transformers: The Movie (1986)	Sci-Fi
The Tree of Life (2011)	Drama
The Tree of Life (2011)	Fantasy
The Triad (2014)	Action
The Triad (2014)	Fantasy
The Triad (2014)	Thriller
The Trial of Billy Jack (1974)	Action
The Trial of Billy Jack (1974)	Drama
The Trial of Billy Jack (1974)	Music
The Trial of Billy Jack (1974)	Thriller
The Triangle (2001) (TV)	Horror
The Triangle (2001) (TV)	Thriller
The Trio of Minuet (2003) (TV)	Adventure
The Trio of Minuet (2003) (TV)	Family
The Trio of Minuet (2003) (TV)	Music
The Trip (2012/II)	Horror
The Trollenberg Terror (1958)	Horror
The Trollenberg Terror (1958)	Sci-Fi
The Trolls and the Christmas Express (1981) (TV)	Animation
The Trolls and the Christmas Express (1981) (TV)	Family
The Troublesome Fly (1900)	Comedy
The Troublesome Fly (1900)	Horror
The Troublesome Fly (1900)	Short
The Truth About Tom, Dick and Harry (2010)	Drama
The Tunnel (2001)	Horror
The Tunnel (2001)	Mystery
The Tunnel (2001)	Short
The Tunnel (2011/I)	Horror
The Tunnel (2011/I)	Mystery
The Tunnel (2011/I)	Thriller
The Turandot Project (2000)	Music
The Turn of the Screw (1959/I) (TV)	Horror
The Turn of the Screw (1959/I) (TV)	Thriller
The Turn of the Screw (1959/II) (TV)	Musical
The Turn of the Screw (1974) (TV)	Drama
The Turn of the Screw (1974) (TV)	Horror
The Turn of the Screw (1974) (TV)	Thriller
The Turn of the Screw (1982) (TV)	Drama
The Turn of the Screw (1982) (TV)	Music
The Turn of the Screw (1992)	Horror
The Turn of the Screw (1992)	Thriller
The Turn of the Screw (1999) (TV)	Drama
The Turn of the Screw (1999) (TV)	Horror
The Turn of the Screw (1999) (TV)	Thriller
The Turn of the Screw (2003)	Horror
The Turn of the Screw (2009) (TV)	Drama
The Turn of the Screw (2009) (TV)	Horror
The Turn of the Screw (2009) (TV)	Mystery
The Turn of the Screw (2009) (TV)	Thriller
The Turn of the Screw - Die Drehung der Schraube (1990) (TV)	Horror
The Turn of the Screw - Die Drehung der Schraube (1990) (TV)	Music
The Turn of the Screw - Die Drehung der Schraube (1990) (TV)	Thriller
The Turn of the Screw: Britten (1991) (TV)	Horror
The Turn of the Screw: Britten (1991) (TV)	Music
The Twilight Saga: Breaking Dawn - Part 1 (2011)	Adventure
The Twilight Saga: Breaking Dawn - Part 1 (2011)	Drama
The Twilight Saga: Breaking Dawn - Part 1 (2011)	Fantasy
The Twilight Saga: Breaking Dawn - Part 1 (2011)	Romance
The Twilight Saga: Breaking Dawn - Part 2 (2012)	Adventure
The Twilight Saga: Breaking Dawn - Part 2 (2012)	Drama
The Twilight Saga: Breaking Dawn - Part 2 (2012)	Fantasy
The Twilight Saga: Breaking Dawn - Part 2 (2012)	Romance
The Twilight Saga: Eclipse (2010)	Adventure
The Twilight Saga: Eclipse (2010)	Drama
The Twilight Saga: Eclipse (2010)	Fantasy
The Twilight Saga: Eclipse (2010)	Romance
The Twonky (1953)	Comedy
The Twonky (1953)	Sci-Fi
The UFO Incident (1975) (TV)	Biography
The UFO Incident (1975) (TV)	Drama
The UFO Incident (1975) (TV)	History
The UFO Incident (1975) (TV)	Romance
The UFO Incident (1975) (TV)	Sci-Fi
The Ugly (1997)	Drama
The Ugly (1997)	Horror
The Ugly (1997)	Thriller
The Unborn (1991)	Drama
The Unborn (1991)	Horror
The Unborn (1991)	Sci-Fi
The Unborn (1991)	Thriller
The Unborn (2009)	Horror
The Unborn (2009)	Mystery
The Unborn (2009)	Thriller
The Undead (1957)	Fantasy
The Undead (1957)	Horror
The Understudy: Graveyard Shift II (1988)	Horror
The Undying Monster (1942)	Drama
The Undying Monster (1942)	Horror
The Undying Monster (1942)	Mystery
The Undying Monster (1942)	Thriller
The Unearthly (1957)	Horror
The Unearthly (1957)	Sci-Fi
The Unholy (1988)	Horror
The Unholy Night (1929)	Mystery
The Unholy Night (1929)	Thriller
The Uninvited (1944)	Fantasy
The Uninvited (1944)	Horror
The Uninvited (1944)	Mystery
The Uninvited (1944)	Romance
The Union (2009)	Action
The Union (2009)	Drama
The Union (2009)	Short
The Union (2009)	Thriller
The Unknown (2005)	Action
The Unknown (2005)	Adventure
The Unknown (2005)	Drama
The Unknown (2005)	Horror
The Unknown (2005)	Thriller
The Unknown (2012/I)	Horror
The Unknown (2012/I)	Short
The Unknown Terror (1957)	Horror
The Unknown Terror (1957)	Sci-Fi
The Unleashed (2011)	Drama
The Unleashed (2011)	Horror
The Unleashed (2011)	Thriller
The Unnamable (1988)	Horror
The Unnamable II: The Statement of Randolph Carter (1992)	Horror
The Unquiet (2008) (TV)	Drama
The Unquiet (2008) (TV)	Horror
The Unquiet (2008) (TV)	Mystery
The Untitled Jerome Elston Scott Project (2012)	Sci-Fi
The Untold (2002) (V)	Action
The Untold (2002) (V)	Adventure
The Untold (2002) (V)	Horror
The Untold (2002) (V)	Thriller
The Uprise (2010)	Action
The Uprise (2010)	Adventure
The Uprise (2010)	Horror
The Usual Children (1997)	Adventure
The Usual Children (1997)	Family
The Usual Children (1997)	Fantasy
The Usual Suspects (1995)	Crime
The Usual Suspects (1995)	Drama
The Usual Suspects (1995)	Mystery
The Usual Suspects (1995)	Thriller
The Valley of Fear (2007)	Comedy
The Valley of Gwangi (1969)	Sci-Fi
The Valley of Gwangi (1969)	Thriller
The Valley of Gwangi (1969)	Western
The Vampire (1957)	Horror
The Vampire (1957)	Sci-Fi
The Vampire (1957)	Thriller
The Vampire (2011)	Short
The Vampire Assassin (2007) (V)	Horror
The Vampire Assassin (2007) (V)	Short
The Vampire Attack (2010) (V)	Horror
The Vampire Attack (2010) (V)	Short
The Vampire Conspiracy (2005)	Horror
The Vampire Hunters Club (2001) (V)	Comedy
The Vampire Hunters Club (2001) (V)	Horror
The Vampire Hunters Club (2001) (V)	Short
The Vampire Interviews (1994) (V)	Horror
The Vampire Is Still Alive (1989)	Action
The Vampire Is Still Alive (1989)	Horror
The Vampire Lovers (1970)	Horror
The Vampire Raiders (1988)	Action
The Vampire Raiders (1988)	Horror
The Vampire and the Rabbi (2009)	Horror
The Vampire and the Rabbi (2009)	Short
The Vampire in the Hole (2010)	Action
The Vampire in the Hole (2010)	Drama
The Vampire in the Hole (2010)	Fantasy
The Vampire in the Hole (2010)	Horror
The Vampire in the Hole (2010)	Sci-Fi
The Vampire of Budapest (1995) (V)	Horror
The Vampire's Dance (2008)	Drama
The Vampire's Ghost (1945)	Horror
The Vampire's Seduction (1998)	Comedy
The Vampire's Seduction (1998)	Drama
The Vampire's Seduction (1998)	Fantasy
The Vampire's Seduction (1998)	Horror
The Vampire's Seduction (1998)	Romance
The Vampires of Bloody Island (2009)	Comedy
The Vampires of Bloody Island (2009)	Horror
The Vanguard (2008)	Action
The Vanguard (2008)	Horror
The Vanguard (2008)	Sci-Fi
The Vanishing Man (1996) (TV)	Comedy
The Vanishing Man (1996) (TV)	Drama
The Vanishing Man (1996) (TV)	Mystery
The Vanishing Man (1996) (TV)	Thriller
The Vanishing Private (1942)	Animation
The Vanishing Private (1942)	Comedy
The Vanishing Private (1942)	Family
The Vanishing Private (1942)	Short
The Vanishing Shadow (1934)	Action
The Vanishing Shadow (1934)	Adventure
The Vanishing Shadow (1934)	Thriller
The Vault (2000) (V)	Action
The Vault (2000) (V)	Adventure
The Vault (2000) (V)	Horror
The Vault (2000) (V)	Thriller
The Vault of Horror (1973)	Horror
The VelociPastor (2011)	Horror
The VelociPastor (2011)	Short
The Velvet Vampire (1971)	Horror
The Vicious Sweet (1997)	Horror
The Video Dead (1987) (V)	Comedy
The Video Dead (1987) (V)	Horror
The Vindicator (1986)	Action
The Vindicator (1986)	Horror
The Vineyard (1989)	Horror
The Violent Kind (2010)	Horror
The Virgin Suicides (1999)	Drama
The Virgin Suicides (1999)	Mystery
The Virgin Suicides (1999)	Romance
The Visitants (1986)	Comedy
The Visitants (1986)	Sci-Fi
The Visitation (2006)	Horror
The Visitation (2006)	Thriller
The Visiting (2007)	Horror
The Visiting (2007)	Mystery
The Visiting (2007)	Short
The Visiting (2007)	Thriller
The Visitor (2002/II)	Drama
The Visitor (2002/II)	Fantasy
The Visitor (2002/II)	Horror
The Visitor (2002/II)	Short
The Visitor (2002/II)	Thriller
The Visitor (2009/I)	Short
The Visitor (2011/III)	Horror
The Visitor (2011/III)	Short
The Visitors (2006/I) (V)	Sci-Fi
The Visitors (2006/I) (V)	Thriller
The Vitamin G-Man (1943)	Animation
The Vitamin G-Man (1943)	Comedy
The Vitamin G-Man (1943)	Family
The Vitamin G-Man (1943)	Mystery
The Vitamin G-Man (1943)	Short
The Voice (2004)	Comedy
The Voice (2004)	Sci-Fi
The Voice (2004)	Short
The Voice on the Wire (1917)	Action
The Voice on the Wire (1917)	Adventure
The Voice on the Wire (1917)	Crime
The Vulture's Eye (2004) (V)	Horror
The Wacky Adventures of Ronald McDonald: The Legend of McDonald-Land Loch (2003) (V)	Animation
The Wacky Adventures of Ronald McDonald: The Legend of McDonald-Land Loch (2003) (V)	Comedy
The Wacky Adventures of Ronald McDonald: The Legend of McDonald-Land Loch (2003) (V)	Family
The Wacky Adventures of Ronald McDonald: The Legend of McDonald-Land Loch (2003) (V)	Fantasy
The Wacky Adventures of Ronald McDonald: The Legend of McDonald-Land Loch (2003) (V)	Short
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space (1999) (V)	Animation
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space (1999) (V)	Comedy
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space (1999) (V)	Family
The Wacky Adventures of Ronald McDonald: The Visitors from Outer Space (1999) (V)	Short
The Waiting (2009/I)	Action
The Waiting (2009/I)	Crime
The Waiting (2009/I)	Drama
The Waiting (2009/I)	Horror
The Waiting (2009/I)	Thriller
The Walk of the Zombies (2008)	Short
The Walken Dead (2011)	Comedy
The Walken Dead (2011)	Horror
The Walken Dead (2011)	Short
The Walking Corpse (2008)	Horror
The Walking Corpse (2008)	Short
The War of the Worlds (1953)	Action
The War of the Worlds (1953)	Horror
The War of the Worlds (1953)	Sci-Fi
The War of the Worlds (1953)	Thriller
The War of the Worlds (2005) (V)	Action
The War of the Worlds (2005) (V)	Drama
The War of the Worlds (2005) (V)	Horror
The War of the Worlds (2005) (V)	Sci-Fi
The War of the Worlds (2005) (V)	Thriller
The Ward (2010)	Horror
The Ward (2010)	Thriller
The Wasp Woman (1959)	Horror
The Wasp Woman (1959)	Sci-Fi
The Wasp Woman (1995) (TV)	Horror
The Wasp Woman (1995) (TV)	Sci-Fi
The Wasp Woman (1995) (TV)	Thriller
The Watcher in the Woods (1980)	Horror
The Watcher in the Woods (1980)	Mystery
The Watcher in the Woods (1980)	Thriller
The Water Horse (2007)	Adventure
The Water Horse (2007)	Family
The Water Horse (2007)	Fantasy
The Way the World Ends (2009)	Comedy
The Way the World Ends (2009)	Short
The Way the World Ends (2009)	Thriller
The Weekend It Lives (1992)	Horror
The Weinerville Chanukah Special (1995) (TV)	Comedy
The Weird World of LSD (1967)	Drama
The Werewolf (1913)	Adventure
The Werewolf (1913)	Fantasy
The Werewolf (1913)	Horror
The Werewolf (1913)	Short
The Werewolf (1956)	Horror
The Werewolf (1956)	Sci-Fi
The Werewolf Reborn! (1998)	Horror
The Werewolf of Washington (1973)	Comedy
The Werewolf of Washington (1973)	Horror
The Wheel and the Wound (2007)	Crime
The Wheel and the Wound (2007)	Drama
The Wheel and the Wound (2007)	Short
The Wheel and the Wound (2007)	Thriller
The Wheelhouse (2006)	Drama
The Wheelhouse (2006)	Horror
The Wheelhouse (2006)	Short
The Wheelhouse (2006)	Thriller
The Whisperer in Darkness (2007)	Sci-Fi
The Whiz Kid and the Carnival Caper (1976) (TV)	Family
The Whiz Kid and the Carnival Caper (1976) (TV)	Mystery
The Wicked One (2007)	Horror
The Wickeds (2005) (V)	Horror
The Wild Blue Yonder (2005)	Sci-Fi
The Wild Man of the Navidad (2008)	Drama
The Wild Man of the Navidad (2008)	Horror
The Wild Man of the Navidad (2008)	Mystery
The Wild Man of the Navidad (2008)	Thriller
The Wild Wild West Revisited (1979) (TV)	Action
The Wild Wild West Revisited (1979) (TV)	Adventure
The Wild Wild West Revisited (1979) (TV)	Comedy
The Wild Wild West Revisited (1979) (TV)	Crime
The Wild Wild West Revisited (1979) (TV)	Drama
The Wild Wild West Revisited (1979) (TV)	Mystery
The Wild Wild West Revisited (1979) (TV)	Sci-Fi
The Wild Wild West Revisited (1979) (TV)	Thriller
The Wild Wild West Revisited (1979) (TV)	Western
The Willies (1990)	Comedy
The Willies (1990)	Horror
The Wisdom of Crocodiles (1998)	Crime
The Wisdom of Crocodiles (1998)	Mystery
The Wisdom of Crocodiles (1998)	Romance
The Wisdom of Crocodiles (1998)	Thriller
The Witch Who Came from the Sea (1976)	Horror
The Witch Who Came from the Sea (1976)	Thriller
