TITLE	KEYWORD	YEAR
Omen IV: The Awakening (1991) (TV)	satan	1991
Omeng Satanasia (1977)	devil	1977
Omeng Satanasia (1977)	satan	1977
On Storm's Edge (2014)	robot	2014
On a violÃ© la femme Ã  barbe! (2008)	monster	2008
Ona? (2005)	ghost	1999
Once Bitten (1985)	vampire	1985
Once Upon a Rhyme (1950)	ghost	1950
Onder spiritistischen dwang (1921)	ghost	1921
Ondine (2009)	mermaid	2009
One Dark Night (1982)	ghost	1982
One Dark Night (1982)	zombie	1982
One Droopy Knight (1957)	dragon	1957
One Hell of a Christmas (2002)	devil	2002
One Hell of a Christmas (2002)	satan	2002
One Hot Rotting, Zombie Love Song (2003)	zombie	2003
One Last Sunset (2010)	zombie	2010
One Last Thing... (2005)	ghost	2010
One Million AC/DC (1969)	dinosaur	1969
One Million B.C. (1940)	dinosaur	1969
One Million Years B.C. (1966)	dinosaur	1969
One Million Years B.C. (1966)	giant-spider	1969
One Missed Call (2008)	ghost	2008
One Night in Portland (2006)	alien	2006
One Point O (2004)	robot	2004
One Soul for Sale (2007)	devil	2007
One Soul for Sale (2007)	satan	2007
One Starry Night 3D (2013)	werewolf	2013
One Stormy Night (2013)	monster	2013
One Way Out (2009)	zombie	2009
One Year to Hell (2011)	devil	2011
One of These Days... (2002)	monster	2008
One-Eyed Monster (2008)	alien	2008
Oneechanbara: The Movie (2008)	zombie	2008
Oneechanbara: The Movie - Vortex (2009) (V)	zombie	2009
Onibaba (1964)	demon	1964
Onigamiden (2011)	dragon	2011
Onikirimaru (1995) (V)	demon	1995
Onikirimaru (1995) (V)	monster	1995
Onionhead (2007)	monster	2007
Onmyoji (2001)	demon	2001
Onmyoji (2001)	ghost	2001
Onna kyÃ»ketsuki (1959)	vampire	1959
Onnen-Pekka (1948)	ghost	1948
Open Graves (2009)	witch	2009
Open House (2010) (V)	monster	2010
Opening Night (1933)	devil	1933
Opening Night of the Living Dead (2008)	zombie	2008
Operation MonsterÃ¦g (2000) (TV)	alien	2000
Operatsiya 'Pravednik' (2009) (TV)	satan	2009
Operazione paura (1966)	ghost	1966
Operazione paura (1966)	witch	1966
Oprah Is Dead (2009) (V)	zombie	2009
Opstandelsen (2010)	zombie	2010
Orbit (2011/II)	alien	2011
Orcs! (2011)	orc	2011
Ordynat Michorowski (1937)	ghost	1937
Orgy of Blood (2010)	vampire	2010
Orgy of the Dead (1965)	mummy	1965
Orgy of the Dead (1965)	werewolf	1965
Ori okeanis saidumloeba (1955)	sea-monster	1955
Orion's Key (1996)	alien	1996
Ornaments (2008)	satan	2008
OrÃ§e (2008) (V)	ogre	2008
Os TrapalhÃµes na Guerra dos Planetas (1978)	alien	1978
Os TrapalhÃµes na Guerra dos Planetas (1978)	giant-spider	1978
Osombie (2012)	zombie	2012
Ostroznie, Yeti! (1961)	bigfoot	1961
Ostroznie, Yeti! (1961)	monster	1961
Ostroznie, Yeti! (1961)	sasquatch	1961
Ostroznie, Yeti! (1961)	yeti	1961
Otoshiana (1962)	ghost	1962
Otra vuelta de tuerca (1985)	ghost	1985
Otroki vo vselennoy (1975)	robot	1975
Ouanga (1936)	zombie	1936
Oublier Cheyenne (2005)	ghost	2005
Ouija (2007)	ghost	2007
Our Lady of Chaos (2009)	vampire	2009
Our Last Day as Children (2010)	zombie	2010
Our Town (1940)	ghost	1940
Our Town (1977) (TV)	ghost	1977
Our Town (2003) (TV)	ghost	2003
Out for Blood (2004) (V)	vampire	2004
Out of Gas (2009)	zombie	2009
Out of Sight, Out of Mind (1990)	ghost	1990
Out of the Blue (1968) (TV)	alien	1968
Out of the Blue (2008/I)	mermaid	2008
Out of the Darkness (1985)	ghost	1985
Out of the Darkness (2005)	ghost	2005
Outback Vampires (1987)	vampire	1987
Outer Space Jitters (1957)	alien	1957
Outer Space Jitters (1957)	zombie	1957
Outlander (2008)	alien	2008
Outlander (2008)	dragon	2008
Outlander (2008)	monster	2008
Outpost (2008)	ghost	2008
Outpost (2008)	zombie	2008
Outsiders (2012)	monster	2012
Over Her Dead Body (2008)	ghost	2008
Overtime (2011/III)	alien	2011
Overtime (2011/III)	zombie	2011
Oz (1994/II) (V)	android	1994
Ozone (1995)	mutant	1995
Ozone! Attack of the Redneck Mutants (1986)	mutant	1986
Ozone! Attack of the Redneck Mutants (1986)	zombie	1986
Ozu no mahÃ´tsukai (1982)	witch	1982
P (2005)	vampire	2005
P (2005)	witch	2005
PBI: Paranormal Bureau of Investigation (2007)	ghost	2007
PSI Factor (1980)	alien	1980
Paashaat (2011)	zombie	2011
Pablik Enemi 1 n 2: Aksidental Heroes (1997)	mermaid	1997
Pac-Man: The Movie (2008)	ghost	2008
Pachadlela (2004)	ghost	2004
Pacific Rim (2013)	monster	2013
Paco el vampiro (2005)	vampire	2005
Pagbabalik ng Panday (1981)	zombie	1981
Paheli (2005)	ghost	2005
Pair of Normal Activities (2011)	ghost	2011
Pajama Party (1964)	alien	1964
Pale (2010)	vampire	2010
Pale Blood (1990)	vampire	1990
Palmer ha muerto (1961)	ghost	1961
Pamahiin (2006)	ghost	2006
Pamahiin (2006)	witch	2006
Pan Samochodzik i niesamowity dwÃ³r (1987)	ghost	1987
Pan-dane to Tamago-hime (2010)	witch	2010
Panacea (2009/II)	zombie	2009
Pancho (2010)	zombie	2010
Pandemic (2010)	zombie	2010
Pandemonium (2013)	monster	2013
Pandorum (2009)	mutant	2009
Pang shen feng (1976)	demon	1976
Pang shen feng (1976)	dragon	1976
Pangarap ng puso (2000)	demon	2000
Panique au village (2009)	robot	2009
Panman (2011)	demon	2011
Panther Girl of the Kongo (1955)	monster	1955
Panzer 88 (2013)	demon	2013
Papaya dei Caraibi (1978)	vampire	1978
Paper Boys (2009)	ghost	2009
Paper Dolls (2007)	bigfoot	2007
Paper Dolls (2007)	sasquatch	2007
Paper, Scissors, Stone. (2013)	ghost	2007
Papurika (2006)	mermaid	2006
Papurika (2006)	robot	2006
PapÃ¡ se volviÃ³ loco (2005)	alien	2005
PapÃ¡ se volviÃ³ loco (2005)	monster	2005
PapÃ¡, soy una zombi (2011)	mummy	2011
PapÃ¡, soy una zombi (2011)	zombie	2011
ParaAnormal CatTivity (2011)	ghost	2011
ParaNorman (2012)	ghost	2012
ParaNorman (2012)	witch	2012
ParaNorman (2012)	zombie	2012
Parable (1964)	devil	1964
Paradijsvogels (1973) (TV)	demon	1973
Paradise Lost (????/II)	devil	1973
Paradisiaque (2000)	alien	2000
Paranormal (2009)	ghost	2009
Paranormal Activity (2007)	demon	2007
Paranormal Activity 2 (2010)	demon	2010
Paranormal Activity 3 (2011)	demon	2011
Paranormal Activity 3 (2011)	witch	2011
Paraphernalia (2009)	robot	2009
Parasaito Ivu (1997)	ghost	1997
Parasaito Ivu (1997)	vampire	1997
Parasite (1982)	alien	1982
Parasitic (2012)	zombie	2012
Parema - Das Wesen aus der Sternenwelt (1922)	alien	1922
Paris - When It Sizzles (1964)	dracula	1964
Paris - When It Sizzles (1964)	vampire	1964
Paris by Night of the Living Dead (2009)	zombie	2009
Paris, je t'aime (2006)	ghost	2006
Paris, je t'aime (2006)	vampire	2006
Parts of the Family (2003) (V)	zombie	2003
Pasaporte a la muerte (1968)	android	1968
Pasaporte a la muerte (1968)	robot	1968
Passengers (2008)	ghost	2008
Pastiche of the Dead (2008)	zombie	2008
Patayin mo sa sindak si Barbara (1974)	ghost	1974
Patayin sa sindak si Barbara (1995)	ghost	1995
Patient Zero (2011/I)	zombie	2011
Patouillard fantÃ´me (1911)	ghost	1911
Patriot Act (2012)	alien	2012
Paul (2011/I)	alien	2011
Paula Peril: The Invisible Evil (2010)	ghost	2010
Paura il diavolo (1992)	demon	1992
Paura nella cittÃ  dei morti viventi (1980)	zombie	1980
Pee chong air (2004)	ghost	2004
Pee-wee's Big Adventure (1985)	devil	1985
Pee-wee's Big Adventure (1985)	dinosaur	1985
Pee-wee's Big Adventure (1985)	ghost	1985
Peek-a-Boo (1957)	ghost	1957
Peep in the Deep (1946)	mermaid	1946
Pegasus Vs. Chimera (2012) (TV)	witch	1946
Peiseu (2004)	ghost	2004
Pekka ja PÃ¤tkÃ¤ lumimiehen jÃ¤ljillÃ¤ (1954)	yeti	1954
Pekka ja PÃ¤tkÃ¤ sammakkomiehinÃ¤ (1957)	mermaid	1957
PelÃ­culas para no dormir: Cuento de navidad (2005) (TV)	zombie	2005
Pen choo kab pee (2006)	ghost	2006
Penanggalan (1967)	vampire	1967
Penelope (2006)	witch	2006
Pengabdi setan (1982)	zombie	1982
Penguin for Your Thoughts (1956)	ghost	1956
Penny Dreadful (2005)	ghost	2005
Pentagramm (2005)	vampire	2005
Pente lepta akoma (2006)	ghost	2006
People from Space (1999) (V)	alien	1999
People of Earth (2012/II)	alien	2012
Pepeng Agimat (1999)	zombie	1999
Percy Jackson & the Olympians: The Lightning Thief (2010)	demon	2010
Percy Jackson & the Olympians: The Lightning Thief (2010)	dragon	2010
Percy Jackson & the Olympians: The Lightning Thief (2010)	monster	2010
Perfect Creature (2006)	demon	2006
Perfect Creature (2006)	vampire	2006
Perfect Red (2007)	vampire	2007
Perihelion (2010)	troll	2010
Peril from the Planet Mongo (1966) (TV)	alien	1966
Perils of Pauline (1933)	mummy	1933
Perinbaba (1985)	witch	1985
Perished (2011)	zombie	2011
Perpetuum Mobile (2006)	robot	2006
Perseo l'invincibile (1963)	dragon	1963
Personal Demons (2008)	demon	2008
PerversiÃ³n en el paraÃ­so (1981)	devil	1981
Pessi ja Illusia (1965) (TV)	goblin	1965
Pessi ja Illusia (1984)	troll	1984
PestaÃ±as Asesinas (2008)	zombie	2008
Pet Sematary (1989)	ghost	1989
Pet Sematary (1989)	zombie	1989
Pet Sematary II (1992)	zombie	1992
Pet Shop (1995)	alien	1995
Pete's Dragon (1977)	dragon	1977
Peter Pan (1924)	mermaid	1924
Peter Pan (1953)	mermaid	1953
Peter Pan (2003)	mermaid	2003
Petey Wheatstraw (1977)	devil	1977
Petrified (2006) (V)	alien	2006
Petrified (2006) (V)	mummy	2006
Petronella (1978)	dragon	1978
Petunia Natural Park (1939)	devil	1939
Peur(s) du noir (2007)	demon	2007
Peur(s) du noir (2007)	giant-insect	2007
Pez Rojo Sin Cabeza (2008)	robot	2008
Phairii phinaat paa mawrana (2006)	giant-snake	2006
Phairii phinaat paa mawrana (2006)	vampire	2006
Phantasie (2009)	dracula	2009
Phantasie (2009)	vampire	2009
Phantasm (1979)	alien	1979
Phantasm (1979)	zombie	1979
Phantasm II (1988)	alien	1988
Phantasm II (1988)	zombie	1988
Phantasm III: Lord of the Dead (1994)	alien	1994
Phantasm III: Lord of the Dead (1994)	zombie	1994
Phantasm IV: Oblivion (1998)	demon	1998
Phantasmic Revival (2011)	ghost	2011
Phantom Brother (1988)	ghost	1988
Phantom Reflection (2005)	demon	2005
Phantom from Space (1953)	alien	1953
Phantom of the Megaplex (2000) (TV)	ghost	2000
Phantom of the Opera (1943)	phantom	1943
Phantom of the Paradise (1974)	devil	1974
Phantom of the Paradise (1974)	phantom	1974
Phantom of the Ritz (1988)	phantom	1988
Phantoms (1998)	alien	1998
Phantoms (1998)	monster	1998
Pharaoh's Curse (1957)	mummy	1957
Phase IV (1974)	mutant	1974
Phenomena (1985)	ghost	1985
Phenomena (1985)	monster	1985
Phi Beta Die (2008) (V)	demon	2008
Phii khon pen (2006)	ghost	2006
Phil the Alien (2004)	alien	2004
Phil the Alien (2004)	shape-shifting-alien	2004
Phineas and Ferb the Movie: Across the 2nd Dimension (2011) (TV)	robot	2011
Phoenix (1995/I)	android	1995
Phoenix the Warrior (1988)	mutant	1988
Phoenix the Warrior (1988)	witch	1988
Phone Call (2005)	ghost	2005
Photographing a Ghost (1898)	ghost	1898
Phra Rot-Meri (1981)	witch	1981
Phra apai mani (2003)	mermaid	2003
Phra apai mani (2003)	monster	2003
Phra apai mani (2003)	sea-monster	2003
Pi li da la ba (1986)	ghost	1986
Pia (2010)	android	2010
Piccoli fuochi (1985)	alien	1985
Piccoli fuochi (1985)	dragon	1985
Piccoli fuochi (1985)	robot	1985
Pig Hunt (2008)	monster	2008
Pig-a-Boo (1952)	ghost	1952
Pikovaya dama (1982) (TV)	ghost	1982
Pilgrim's Progress (2008)	demon	2008
Pill Peddlers (1952)	satan	1952
Pineapple Express (2008)	dragon	2008
Pink Panzer (1965)	devil	1965
Pink U.F.O. (1978)	alien	1965
PinkSlip (2007)	alien	2007
Pinocchio's Revenge (1996)	demon	1996
Pique Dame (1992) (TV)	ghost	1992
Pirates of Treasure Island (2006)	giant-spider	2006
Pirates of the Caribbean: At World's End (2007)	ghost	2007
Pirates of the Caribbean: At World's End (2007)	monster	2007
Pirates of the Caribbean: At World's End (2007)	sea-monster	2007
Pirates of the Caribbean: Dead Man's Chest (2006)	monster	2006
Pirates of the Caribbean: Dead Man's Chest (2006)	sea-monster	2006
Pirates of the Caribbean: On Stranger Tides (2011)	mermaid	2011
Pirates of the Caribbean: On Stranger Tides (2011)	zombie	2011
Pirates of the Caribbean: The Curse of the Black Pearl (2003)	ghost	2003
Pirates: Quest for Snake Island (2009)	giant-snake	2009
Pistolero (2002)	vampire	2002
Pistolero (2002)	werewolf	2002
Pitch (2009)	demon	2009
Pitch (2009)	ghost	2009
Pitch Black (2000)	alien	2000
Pitch Black (2000)	monster	2000
Pitch Black (2000)	xenomorph	2000
PiÃ±ero (2001)	vampire	2001
Placenta (1991)	mutant	1991
Plaga Zombie: Zona Mutante: RevoluciÃ³n TÃ³xica (2011)	zombie	2011
Plaga zombie (1997) (V)	zombie	1997
Plaga zombie: Zona mutante (2001) (V)	zombie	2001
Plague (2009)	zombie	2009
Plague of the Damned (2009) (V)	zombie	2009
Plan 10 from Outer Space (1995)	alien	1995
Plan 666 from Outer Space (2010)	vampire	2010
Plan 666 from Outer Space (2010)	zombie	2010
Plan 9 from Outer Space (1959)	alien	1959
Plan 9 from Outer Space (1959)	zombie	1959
Plan B (2009/II)	robot	2009
Plane Dippy (1936)	robot	1936
Planet 51 (2009)	alien	2009
Planet Blood (2001)	vampire	2001
Planet Hulk (2010) (V)	mutant	2010
Planet Raptor (2007) (TV)	dinosaur	2007
Planet Terror (2007)	zombie	2007
Planet der Kannibalen (2001)	alien	2001
Planet of Dinosaurs (1977)	dinosaur	1977
Planet of Dinosaurs (1977)	giant-spider	1977
Planet of Dinosaurs (1977)	monster	1977
Planeta Bur (1962)	alien	1962
Planeta Bur (1962)	dinosaur	1962
Planeta Bur (1962)	robot	1962
Planetary Traveler (1997) (V)	alien	1997
Plankton (1994) (V)	monster	1994
Plankton (1994) (V)	mutant	1994
Plata quemada (2000)	ghost	2000
Platillos volantes (2003)	alien	2003
Platoon of the Dead (2009) (V)	zombie	2009
Play Dead (1983) (V)	satan	1983
Play Dead (2011)	zombie	2011
Play Dead: A Zombies Best Friend (2009)	zombie	2009
Play It Again, Sam (1972)	ghost	1972
Play James Play (2012)	demon	2012
Play Motel (1979)	devil	1979
Playhouse (2003) (V)	ghost	2003
Playhouse (2003) (V)	zombie	2003
Playing Beatie Bow (1986)	ghost	1986
Playing Dead (2009)	zombie	2009
Playing with Fire (2007)	devil	2007
Playroom (1990)	demon	1990
Playroom (1990)	mummy	1990
Pleasurecraft (1999)	alien	1999
Plenilunio (1993)	werewolf	1993
Plight of the Living Dead (2007)	zombie	2007
Plook mun kuen ma kah 4 (1994)	zombie	1994
Plughead Rewired: Circuitry Man II (1994)	robot	1994
Pluto's Judgement Day (1935)	devil	1935
Podipods Around the World Adventures (2004) (V)	alien	2004
PokÃ©mon: Destiny Deoxys (2004)	dragon	2004
PokÃ©mon: Jirachi - Wish Maker (2004) (V)	dragon	2004
Poliziotto superpiÃ¹ (1980)	android	1980
Poltergeist (1982)	ghost	1982
Poltergeist II: The Other Side (1986)	demon	1986
Poltergeist II: The Other Side (1986)	ghost	1986
Poltergeist III (1988)	demon	1988
Poltergeist III (1988)	ghost	1988
Polymorph (1996)	alien	1996
Pompa (1980)	ghost	1980
Pon (2002)	ghost	2002
Pontianak (1957)	vampire	1957
Pontianak Kembali (1963)	vampire	1963
Pontianak gua musang (1964)	vampire	1964
Pontianak harum sundal malam 2 (2005)	vampire	2005
Pontypool (2008)	zombie	2008
Poochie (1984) (TV)	robot	1984
Pooh's Grand Adventure: The Search for Christopher Robin (1997) (V)	monster	1997
Poor Devil (1973) (TV)	devil	1973
Pop Punk Zombies (2011) (V)	zombie	2011
Popcorn (1991)	ghost	1991
Popdown (1967)	alien	1967
Popeye the Sailor Meets Sindbad the Sailor (1936)	dragon	1936
Popeye the Sailor Meets Sindbad the Sailor (1936)	monster	1936
Popeye's Voyage: The Quest for Pappy (2004) (V)	witch	2004
Popeye, the Ace of Space (1953)	alien	1953
Popeye, the Ace of Space (1953)	invisible-man	1953
Popsy (2009)	vampire	2009
Popular (2010)	ghost	2010
Population: 1 (1986)	vampire	1986
Porky's Movie Mystery (1939)	frankenstein's-monster	1939
Porky's Movie Mystery (1939)	invisible-man	1939
Porky's Poppa (1938)	robot	1938
Porn Star Zombies (2009)	zombie	2009
Port Sinister (1953)	mutant	1953
Portrait of Jennie (1948)	ghost	1948
Portrait of a Zombie (2012)	zombie	2012
PoslednÃ¡ bosorka (1957)	witch	1957
PoslednÃ­ motÃ½l (1991)	witch	1991
Possessed (2000) (TV)	demon	2000
Possessed by the Night (1994) (V)	mutant	1994
Possession (1981)	demon	1981
Possession (1981)	monster	1981
Post Mortem, America 2021 (2011)	zombie	2011
Post War Inventions (1945)	robot	1945
Postman to Heaven (2009)	ghost	2009
Pot Zombies (2005) (V)	zombie	2005
Potions and Notions (1966)	witch	1966
Potpourri (2011/I)	zombie	2011
Poultrygeist: Night of the Chicken Dead (2006)	monster	2006
Poultrygeist: Night of the Chicken Dead (2006)	zombie	2006
Pour une poignÃ©e de cacahuÃ¨tes (1978)	vampire	1978
Povestea dragostei (1976)	alien	1976
Powder (1995)	mutant	1995
Power Corps. (2004)	mutant	1995
Power Corps. (2004)	vampire	1995
Power Corps. (2004)	werewolf	1995
Power Corps. (2004)	zombie	1995
Practical Magic (1998)	ghost	1998
Practical Magic (1998)	witch	1998
Pre-Hysterical Man (1948)	dinosaur	1948
Predator (1987)	alien	1987
Predator (1987)	monster	1987
Predator (1987)	predator	1987
Predator 2 (1990)	alien	1990
Predator 2 (1990)	monster	1990
Predator 2 (1990)	predator	1990
Predator 2 (1990)	xenomorph	1990
Predator X (2009) (TV)	dinosaur	2009
Predators (2010)	alien	2010
Predators (2010)	monster	2010
Predators (2010)	predator	2010
Prehistoric Beast (1985)	dinosaur	1985
Prehistoric Beast (1985)	predator	1985
Prehistoric Perils (1951)	dinosaur	1951
Prehistoric Super Salesman (1969)	dinosaur	1969
Prehysteria! (1993)	dinosaur	1993
Prehysteria! 2 (1994) (V)	dinosaur	1994
Prehysteria! 3 (1995) (V)	dinosaur	1995
Premutos - Der gefallene Engel (1997)	demon	1997
Premutos - Der gefallene Engel (1997)	zombie	1997
Presence of Darkness (2010)	monster	2010
Presence of Darkness (2010) (V)	monster	2010
Presence of Mind (1999)	ghost	1999
Pretty Carnivores (2011)	monster	2011
Pretty Dead (2012)	zombie	2012
Prey (1978)	alien	1978
Prey (2010) (TV)	vampire	2010
Pride and Prejudice and Zombies (2013)	zombie	2013
Priest (1994)	satan	1994
Priest (2011)	monster	2011
Priest (2011)	mutant	2011
Priest (2011)	vampire	2011
Priklyucheniya Elektronika (1980) (TV)	robot	1980
Primal (2010)	zombie	2010
Primeval (2007)	monster	2007
Primitive (2011)	bigfoot	2011
Primitive (2011)	monster	2011
Primitive (2011)	sasquatch	2011
Prince Valiant (1997)	witch	1997
Prince of Darkness (1987)	devil	1987
Prince of Darkness (1987)	satan	1987
Prince of Darkness (1987)	zombie	1987
Prince of Jutland (1994)	ghost	1994
Prince of the Himalayas (2006)	ghost	2006
Prince of the Himalayas (2006)	witch	2006
Princes et princesses (2000)	witch	2000
Princess (2008) (TV)	mermaid	2008
Princess (2008) (TV)	monster	2008
Princess of Mars (2009) (V)	alien	2009
Princess of Mars (2009) (V)	giant-insect	2009
Prison (1988)	ghost	1988
Prison Ship (1986)	alien	1986
Prison of the Dead (2000) (V)	zombie	2000
Prison-A-Go-Go! (2003)	mutant	2003
Prison-A-Go-Go! (2003)	zombie	2003
Prisoners of the Lost Universe (1983)	monster	1983
Pro Wrestlers vs Zombies (2013)	zombie	2013
Probed (2008)	alien	2008
Proboscis (2000)	giant-insect	2000
Prodigal Son (2011)	zombie	2011
Profondo rosso (1975)	ghost	1975
Progeny (1998)	alien	1998
Program na winyan akat (2008)	ghost	2008
Programmed to Kill (1987)	android	1987
Programmed to Kill (1987)	robot	1987
Project 12 (2012)	alien	2012
Project 17 (2008) (V)	alien	2008
Project Ayna-v (2008)	zombie	2008
Project Nine (2010)	zombie	2010
Project Pangea: Dinosaurs Unleashed! (2015)	dinosaur	2015
Project Shadowchaser II (1994)	android	1994
Project Shadowchaser III (1995) (V)	android	1995
Project Vampire (1993)	vampire	1993
Project Viper (2002) (TV)	alien	2002
Project Viper (2002) (TV)	monster	2002
Project Z-6463 (2011)	zombie	2011
Project ZT: Genesis (2012)	zombie	2012
Project: ALF (1996) (TV)	alien	1996
Project: Metalbeast (1995)	werewolf	1995
Project: Tin Men (1990) (TV)	android	1990
Project: Valkyrie (2002)	demon	2002
Project: Valkyrie (2002)	monster	2002
Project: Valkyrie (2002)	mutant	2002
Project: Valkyrie (2002)	robot	2002
Prokleti (2008)	vampire	2008
Prom Night III: The Last Kiss (1990) (V)	zombie	1990
Prometheus (2012/I)	alien	2012
Prometheus (2012/I)	android	2012
Prometheus (2012/I)	monster	2012
Prometheus (2012/I)	robot	2012
Prometheus 2 (????)	alien	2012
Prometheus 2 (????)	xenomorph	2012
Prophecy (1979)	monster	1979
Prophecy (1979)	mutant	1979
Pros ti Niki (2002)	alien	2002
Proteus (1995)	mutant	1995
Prototype (1983) (TV)	android	1983
Prototype (1992)	robot	1992
Providence (1977)	werewolf	1977
Providence (2006)	ghost	2006
Provoked (2013)	ghost	2013
Prowl (2010)	vampire	2010
Pryde of the X-Men (1989) (TV)	mutant	1989
Psalm 21 (2009)	ghost	2009
Psyched by the 4D Witch (A Tale of Demonology) (1973)	vampire	1973
Psyched by the 4D Witch (A Tale of Demonology) (1973)	witch	1973
Psychic Wars (1991)	demon	1991
Psycho Scarecrow (2000) (V)	demon	2000
Psycho Street (2011)	ghost	2011
Psycho-lettes (1996)	monster	1996
Psychomania (1973)	zombie	1973
Psychon Invaders (2006) (V)	alien	2006
Psychophobia (1985)	demon	1985
Psychophobia (1985)	ghost	1985
Psychos in the Woods (2012) (V)	witch	2012
Psyhos (2010)	ghost	2010
Pterodactyl Woman from Beverly Hills (1997)	dinosaur	1997
Public Enemies (1941)	alien	1941
Puff and the Incredible Mr. Nobody (1982) (TV)	dragon	1941
Puff and the Incredible Mr. Nobody (1982) (TV)	monster	1941
Puff the Magic Dragon (1978) (TV)	dragon	1978
Puff the Magic Dragon in the Land of the Living Lies (1979) (TV)	dragon	1979
Puff the Magic Dragon in the Land of the Living Lies (1979) (TV)	monster	1979
Pufnstuf (1970)	witch	1970
Pulgarcito (1957)	ogre	1957
Pulgasari (1985)	monster	1985
Puls (2010/II)	vampire	2010
Pulse (2006/II)	ghost	2006
Pulse 2: Afterlife (2008) (V)	ghost	2008
Pumpkinhead (1988)	demon	1988
Pumpkinhead (1988)	monster	1988
Pumpkinhead (1988)	witch	1988
Pumpkinhead II: Blood Wings (1994) (V)	demon	1994
Pumpkinhead II: Blood Wings (1994) (V)	monster	1994
Pumpkinhead II: Blood Wings (1994) (V)	witch	1994
Pumpkinhead: Ashes to Ashes (2006) (TV)	demon	2006
Pumpkinhead: Ashes to Ashes (2006) (TV)	monster	2006
Pumpkinhead: Blood Feud (2007) (TV)	demon	2007
Pumpkinhead: Blood Feud (2007) (TV)	monster	2007
Pumpkinhead: Blood Feud (2007) (TV)	witch	2007
Pun mesec nad Beogradom (1993)	vampire	1993
Punisher: First Round (2005)	mutant	2005
Punk Rock Holocaust (2004) (V)	satan	2004
Punk Rock Holocaust (2004) (V)	zombie	2004
Punk Rock Zombie Kung Fu Catfight (2004) (V)	zombie	2004
Puppet (2007/I)	monster	2007
Puppet Master 4 (1993) (V)	demon	1993
Puppet Master 4 (1993) (V)	robot	1993
Puppet Master 5: The Final Chapter (1994) (V)	demon	1994
Puppet Master II (1991) (V)	zombie	1991
Puppet Master III: Toulon's Revenge (1991) (V)	zombie	1991
Puppet Master vs Demonic Toys (2004) (TV)	demon	2004
Puppets & Demons (1997) (V)	witch	1997
Purgatory (2003)	demon	2003
Purgatory (2003)	ghost	2003
Purojekuto A-ko (1986)	android	1986
Purojekuto A-ko (1986)	robot	1986
Purple Death from Outer Space (1966) (TV)	alien	1966
Purple Glow (2005)	zombie	2005
Purple People Eater (1988)	alien	1988
Push-Button Kitty (1952)	robot	1952
Puss 'n' Boos (1954)	ghost	1954
Puss Bucket (1991)	alien	1991
Puss in Boots (1934)	ogre	1934
Puss in Boots (1988)	ogre	1988
Puss in Boots (1999)	monster	1999
Puss in Boots (1999)	ogre	1999
Puss in Boots (2011)	giant-ape	2011
Puzzlehead (2005)	android	2005
Pyasa Shaitan (1984)	dracula	1984
Pyasa Shaitan (1984)	satan	1984
Pyasa Shaitan (1984)	vampire	1984
PygomÃ¨le (2011)	monster	2011
Python (2000) (TV)	giant-snake	2000
Pyushchye krovi (1991)	vampire	1991
Q (1982)	monster	1982
Qi hao cha guan (2001)	ghost	2001
Qi yuan (1985)	zombie	1985
Qian ren zhan (1993)	demon	1993
Qing bu zi jin (1991)	ghost	1991
Qiyamah (2012)	devil	2012
Qu mo jing cha (1990)	vampire	1990
Qu mo tong (1986)	monster	1986
Qu mo tong (1986)	vampire	1986
Qualcosa striscia nel buio (1971)	ghost	1971
Quarantine (2008)	zombie	2008
Quarantine 2: Terminal (2011)	zombie	2011
Quark and the Mosquitos (1987) (TV)	troll	1987
Quark and the Princess (1987) (TV)	troll	1987
Quark and the Vikings (1987) (TV)	troll	1987
Quatermass 2 (1957)	monster	1957
Quatermass and the Pit (1967)	alien	1967
Que la lumiÃ¨re soit (1998)	devil	1998
Queen Kong (1976)	giant-ape	1976
Queen Kong (1976)	monster	1976
Queen of Blood (1966)	alien	1966
Queen of Blood (1966)	vampire	1966
Queen of the Damned (2002)	predator	2002
Queen of the Damned (2002)	vampire	2002
Queen of the Zombie Punks (2006)	zombie	2006
Quella villa accanto al cimitero (1981)	ghost	1981
Quella villa accanto al cimitero (1981)	monster	1981
Quella villa accanto al cimitero (1981)	zombie	1981
Quest for Camelot (1998)	dragon	1998
Quest for Humanity (2010)	alien	2010
Quest for the Mighty Sword (1990)	android	1990
Quest for the Mighty Sword (1990)	dragon	1990
Quest of the Perfect Woman: The Vampire of Marrakesh (1933)	vampire	1933
Questi fantasmi (1967)	ghost	1967
Quinoscopio 1 (1986)	devil	1986
R.I.P. (2003)	zombie	1986
R.O.T.O.R. (1988)	robot	1986
R.U.R. (1938) (TV)	android	1986
R.U.R. (1938) (TV)	robot	1986
R2-D2: Beneath the Dome (2001) (TV)	android	2001
R2-D2: Beneath the Dome (2001) (TV)	robot	2001
RPG Metanoia (2010)	monster	2010
RRRrrrr!!! (2004)	dinosaur	2004
Raaz (2002)	ghost	2002
Raaz: The Mystery Continues (2009)	ghost	2009
Rabid (1977)	vampire	1977
Race to Witch Mountain (2009)	alien	2009
Radio Free Steve (2000)	mutant	2000
Radioactive Dreams (1985)	mutant	1985
Rag and Bone (2002) (TV)	ghost	2002
Rage - Fuoco incrociato (1984)	mutant	1984
Raging Angels (1995)	demon	1995
Raging Sharks (2005) (V)	alien	2005
Raging Sharks (2005) (V)	monster	2005
