TITLE	KEYWORD	YEAR
The Haunting of Whaley House (2012)	ghost	2012
The Headless Ghost (1959)	ghost	1959
The Healing (2012)	ghost	2012
The Hearse (1980)	demon	1980
The Hearse (1980)	ghost	1980
The Hell Patrol (2009)	zombie	2009
The Henderson Monster (1980) (TV)	monster	1980
The Henderson Monster (1980) (TV)	mutant	1980
The Hi-Lo Country (1998)	witch	1998
The Hidan of Maukbeiangjow (1973)	alien	1973
The Hidden (1987)	alien	1987
The Hidden II (1993)	alien	1993
The Hideous Sun Demon (1959)	monster	1959
The Hierophant (2008)	ghost	2008
The High Crusade (1994)	alien	1994
The Highwayman (2012/II)	ghost	2012
The Hiking Trip (2007)	demon	2007
The Hills Have Eyes (2006)	mutant	2006
The Hills Have Eyes II (2007)	mutant	2007
The Hills Have Thighs (2008)	alien	2008
The Hitchhiker's Guide to the Galaxy (2005)	alien	2005
The Hitchhiker's Guide to the Galaxy (2005)	android	2005
The Hitchhiker's Guide to the Galaxy (2005)	monster	2005
The Hitchhiker's Guide to the Galaxy (2005)	robot	2005
The Hive (2008) (TV)	alien	2008
The Hobbit (1977) (TV)	dragon	1977
The Hobbit (1977) (TV)	giant-spider	1977
The Hobbit (1977) (TV)	goblin	1977
The Hobbit (1977) (TV)	monster	1977
The Hobbit (1977) (TV)	orc	1977
The Hobbit (1977) (TV)	troll	1977
The Hockey Champ (1939)	devil	1939
The Hollow (2004) (V)	ghost	2004
The Holy Mountain (1973)	alien	1973
The Holy Mountain (1973)	demon	1973
The Holy Mountain (1973)	mummy	1973
The Homecoming (2011/I)	zombie	2011
The Honeymoon (2013)	mutant	2013
The Honeytrap (2002)	ghost	2002
The Horizon Bleeds and Sucks His Thumb (1998)	satan	1998
The Horrible Dr. Bones (2000)	zombie	1971
The Horror Theater (2008)	ghost	2008
The Horror Vault (2008)	demon	2008
The Horror at 37,000 Feet (1973) (TV)	demon	1973
The Horror of Frankenstein (1970)	frankenstein's-monster	1970
The Horror of Party Beach (1964)	monster	1964
The Horror of Party Beach (1964)	mutant	1964
The Horror of Party Beach (1964)	sea-monster	1964
The Horror of Party Beach (1964)	vampire	1964
The Horror of Party Beach (1964)	zombie	1964
The Hostage II: From Dawn Till Dusk (2009)	vampire	2009
The Hot Chick (2002)	witch	2002
The Hound of the Baskervilles (1972) (TV)	ghost	1972
The Hound of the Baskervilles (1978)	ghost	1978
The Hound of the Baskervilles (1983) (TV)	ghost	1983
The Hound of the Baskervilles (2000) (TV)	monster	2000
The Hound of the Baskervilles (2002) (TV)	ghost	2002
The House Bell (2002)	monster	2002
The House Sitter (2008)	monster	2008
The House That Dripped Blood (1971)	vampire	1971
The House That Screamed (2000) (V)	ghost	2000
The House Where Evil Dwells (1982)	ghost	1982
The House of Fear (1939)	ghost	1939
The House of Mirth (2000)	anaconda	2000
The House of Orphans (2008)	ghost	2008
The House of Seven Corpses (1974)	ghost	1974
The House of Seven Corpses (1974)	zombie	1974
The House of Usher (2006)	ghost	2006
The House of the Demon (2007) (V)	zombie	2007
The House of the Devil (2009)	demon	2009
The House of the Devil (2009)	devil	2009
The House of the Spirits (1993)	ghost	1993
The House on Creepy Lane (2012)	ghost	2012
The House on Creepy Lane (2012)	zombie	2012
The House on Dame Street (1999)	zombie	1999
The House on Sorority Row (1983)	mutant	1983
The Howling (1981)	monster	1981
The Howling (1981)	werewolf	1981
The Howling: Reborn (2011) (V)	werewolf	2011
The Huffless, Puffless, Dragon (1964)	dragon	1964
The Hugga Bunch (1985) (TV)	witch	1985
The Human Beeing (2002)	monster	2002
The Human Duplicators (1965)	alien	1965
The Humanoid (1986) (V)	android	1986
The Humanoid (1986) (V)	robot	1986
The Hunchback of Notre Dame (1923/I)	monster	1923
The Hunchback of Notre Dame (1939)	monster	1939
The Hunger (1983)	vampire	1983
The Hungry Dead (2009)	zombie	2009
The Hunt (2006)	alien	2006
The Hunters of Xuan Wu (2008)	monster	2008
The Hurt Locker (2008)	robot	2008
The Hypo-Chondri-Cat (1950)	ghost	1950
The Ice Cream Van (2012)	zombie	2012
The Ice Pirates (1984)	alien	1984
The Ice Pirates (1984)	robot	1984
The Illusionist (2006)	ghost	2006
The Immortalizer (1989) (V)	mutant	1989
The Incredible Hulk (2008)	monster	2008
The Incredible Melting Man (1977)	alien	1977
The Incredible Melting Man (1977)	monster	1977
The Incredible Melting Man (1977)	mutant	1977
The Incredible Shrinking Man (1957)	giant-spider	1957
The Incredible Shrinking Woman (1981)	robot	1981
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!? (1964)	zombie	1981
The Incubus (2010)	ghost	2010
The Incursion (2011)	alien	2011
The Indian (2007)	ghost	2007
The Indian Runner (1991)	dragon	1991
The Infected (2009/II)	zombie	2009
The Inhabitant (2000) (V)	alien	2000
The Initiation of Sarah (1978) (TV)	demon	1978
The Initiation of Sarah (1978) (TV)	witch	1978
The Initiation of Sarah (2006) (TV)	witch	2006
The Inn (2004)	ghost	2004
The Innkeepers (2011)	ghost	2011
The Innocents (1961)	ghost	1961
The Insatiable (2007)	vampire	2007
The Institute of S̩ance (2009)	ghost	2009
The Internship (2010)	alien	2010
The Intervention of Brad (2006)	monster	2006
The Intruder (1999)	ghost	1999
The Intruder Within (1981) (TV)	alien	1981
The Intruder Within (1981) (TV)	monster	1981
The Invader (1997)	alien	1997
The Invasion (2007/I)	alien	2007
The Invasion (2007/II)	alien	2007
The Invincible Iron Man (2007) (V)	dragon	2007
The Invincible Iron Man (2007) (V)	zombie	2007
The Invisible (2007)	ghost	2007
The Invisible Boy (1957)	robot	1957
The Invisible Man (1933)	invisible-man	1933
The Invisible Man Returns (1940)	invisible-man	1940
The Invisible Man's Revenge (1944)	invisible-man	1944
The Invisible Maniac (1990)	invisible-man	1990
The Invisible Monster (1950)	alien	1950
The Invisible Monster (1950)	monster	1950
The Invisible Monster (1950)	phantom	1950
The Invisible Ray (1920)	mutant	1920
The Invisible Ray (1936)	mutant	1936
The Invisible Woman (1983) (TV)	invisible-man	1983
The Iron Giant (1999)	alien	1999
The Iron Giant (1999)	robot	1999
The Iron Man (1931)	robot	1931
The Ironbound Vampire (1997) (V)	vampire	1997
The Irrefutable Truth About Demons (2000)	demon	2000
The Irrefutable Truth About Demons (2000)	ghost	2000
The Island of Dr. Moreau (1977)	monster	2000
The Island of Dr. Moreau (1977)	mutant	2000
The Island of Dr. Moreau (1996)	monster	2000
The Island of Dr. Moreau (1996)	mutant	2000
The Item (1999)	alien	1999
The Item (1999)	monster	1999
The Jane Austen Book Club (2007)	robot	2007
The Jar (1984)	demon	1984
The Jar (1984)	ghost	1984
The Jar (1984)	monster	1984
The Jensen Project (2010) (TV)	robot	2010
The Jersey Devil (2005)	devil	2005
The Jitters (1989)	vampire	1989
The Johnstown Monster (1971)	monster	1971
The Journey: Absolution (1997)	alien	1997
The Joys of Jezebel (1970)	satan	1970
The Judas Project (1990)	devil	1990
The Judge (2010)	vampire	2010
The Jungle Book (1994)	anaconda	1994
The Juniper Tree (1990)	ghost	1990
The Juniper Tree (1990)	witch	1990
The Kaleidoscope of Death Schr̦der (2010)	mummy	2010
The Keep (1983)	demon	1983
The Keep (1983)	vampire	1983
The Keeper of Time (2004) (V)	witch	2004
The Kid (1921)	devil	1921
The Killer Shrews (1959)	monster	1959
The Killings at Outpost Zeta (1980)	monster	1980
The Kin (2004) (V)	monster	2004
The King Maker (2005)	witch	2005
The King and I (1999)	dragon	1999
The King and I (1999)	giant-spider	1999
The King of Fighters (2010)	demon	2010
The King of Kings (1927)	satan	1927
The King's Daughter (1934)	dragon	1934
The Kiss (2008/I)	vampire	2008
The Kiss of the Vampire (1963)	vampire	1963
The Knackery (2009)	zombie	2009
The Knight Shift (2007)	orc	2007
The Kung Fu Mummy (2005) (V)	mummy	2005
The Lair of the White Worm (1988)	dinosaur	1988
The Lair of the White Worm (1988)	dragon	1988
The Lair of the White Worm (1988)	giant-snake	1988
The Lair of the White Worm (1988)	vampire	1988
The Land Before Time (1988)	dinosaur	1988
The Land Before Time II: The Great Valley Adventure (1994) (V)	dinosaur	1994
The Land Before Time III: The Time of the Great Giving (1995) (V)	dinosaur	1995
The Land Before Time IV: Journey Through the Mists (1996) (V)	dinosaur	1996
The Land Before Time IX: Journey to the Big Water (2002) (V)	dinosaur	2002
The Land Before Time V: The Mysterious Island (1997) (V)	dinosaur	1997
The Land Before Time VI: The Secret of Saurus Rock (1998) (V)	dinosaur	1998
The Land Before Time VII: The Stone of Cold Fire (2001) (V)	dinosaur	2001
The Land Before Time VIII: The Big Freeze (2001) (V)	dinosaur	2001
The Land Before Time X: The Great Longneck Migration (2003) (V)	dinosaur	2003
The Land Before Time XI: Invasion of the Tinysauruses (2005) (V)	dinosaur	2005
The Land Before Time XIII: The Wisdom of Friends (2007) (V)	dinosaur	2007
The Land That Time Forgot (1975)	dinosaur	1975
The Land That Time Forgot (2009) (V)	dinosaur	2009
The Land That Time Forgot (2009) (V)	monster	2009
The Land Unknown (1957)	dinosaur	1957
The Land Unknown (1957)	sea-monster	1957
The Landlord (2009/I)	demon	2009
The Langoliers (1995) (TV)	monster	1995
The Lashman (????)	devil	1995
The Lashman (????)	freddy-krueger	1995
The Lashman (????)	ghost	1995
The Lashman (????)	monster	1995
The Last (2007)	vampire	2007
The Last Airbender (2010)	dragon	2010
The Last Birthday (2011)	ghost	2011
The Last Chance Detectives: Legend of the Desert Bigfoot (1995) (TV)	bigfoot	1995
The Last Chance Detectives: Legend of the Desert Bigfoot (1995) (TV)	sasquatch	1995
The Last Dinosaur (1977)	dinosaur	1977
The Last Dragon (2004) (TV)	dragon	2004
The Last Exorcism (2010)	demon	2010
The Last Flesh & Blood Show (2012)	zombie	2012
The Last Gateway (2007)	monster	2007
The Last Man (2009)	vampire	2009
The Last Man on Earth (1964)	mutant	1964
The Last Man on Earth (1964)	vampire	1964
The Last Man on Earth (1964)	zombie	1964
The Last Man(s) on Earth (????)	zombie	1964
The Last Mimzy (2007)	alien	2007
The Last Piece Standing (2005)	ghost	2005
The Last Sect (2006)	vampire	2006
The Last Starfighter (1984)	alien	1984
The Last Starfighter (1984)	android	1984
The Last Supper (2009/II)	devil	2009
The Last Temptation of Christ (1988)	devil	1988
The Last Temptation of Christ (1988)	satan	1988
The Last Unicorn (1982)	dragon	1982
The Last Unicorn (1982)	witch	1982
The Last Voyage of Demeter (2013)	dracula	2013
The Last Voyage of Demeter (2013)	vampire	2013
The Last Winter (2006)	monster	2006
The Laughing Dead (1989)	zombie	1989
The Law (1992)	alien	1992
The League of Extraordinary Gentlemen (2003)	invisible-man	2003
The League of Extraordinary Gentlemen (2003)	monster	2003
The League of Extraordinary Gentlemen (2003)	vampire	2003
The Legacy (1978)	demon	1978
The Legacy (1978)	satan	1978
The Legend Trip (2006)	ghost	2006
The Legend of Aerreus Kane (2003)	vampire	2003
The Legend of Beaver Dam (2010)	monster	2010
The Legend of Blood Mountain (1965)	monster	1965
The Legend of Bloody Mary (2008)	ghost	2008
The Legend of Bloody Mary (2008)	monster	2008
The Legend of Bloody Mary (2008)	witch	2008
The Legend of Boggy Creek (1972)	bigfoot	1972
The Legend of Boggy Creek (1972)	monster	1972
The Legend of Boggy Creek (1972)	sasquatch	1972
The Legend of Gator Face (1996)	monster	1996
The Legend of Grassman (2012)	bigfoot	2012
The Legend of Grassman (2012)	monster	2012
The Legend of Grassman (2012)	sasquatch	2012
The Legend of Hell House (1973)	ghost	1973
The Legend of Lucy Keyes (2006)	ghost	2006
The Legend of McCullough's Mountain (1975)	bigfoot	1975
The Legend of McCullough's Mountain (1975)	sasquatch	1975
The Legend of Seven Toe Maggie (2013)	ghost	2013
The Legend of Sleepy Hollow (1949)	ghost	1949
The Legend of Sleepy Hollow (1980) (TV)	ghost	1980
The Legend of Sleepy Hollow (1999) (TV)	ghost	1999
The Legend of the 7 Golden Vampires (1974)	dracula	1974
The Legend of the 7 Golden Vampires (1974)	vampire	1974
The Legend of the 7 Golden Vampires (1974)	zombie	1974
The Legend of the Flying Canoe (1996)	devil	1996
The Letter from Mina (2004)	vampire	2004
The Librarian: Return to King Solomon's Mines (2006) (TV)	ghost	2006
The Librarian: The Curse of the Judas Chalice (2008) (TV)	dracula	2008
The Librarian: The Curse of the Judas Chalice (2008) (TV)	vampire	2008
The Light Princess (1978) (TV)	witch	1978
The Little Guardian (2008)	ghost	2008
The Little Mermaid (1989)	mermaid	1989
The Little Mermaid (1989)	witch	1989
The Little Mermaid (1992) (V)	mermaid	1992
The Little Mermaid II: Return to the Sea (2000) (V)	mermaid	2000
The Little Shop of Horrors (1960)	monster	1960
The Little Shop of Horrors (1960)	monster-plant	1960
The Little Troll Prince (1987) (TV)	troll	1987
The Little Vampire (2000)	vampire	2000
The Living Ghost (1942)	zombie	1942
The Living and the Dead (2006)	ghost	2006
The Locals (2003)	ghost	2003
The Loch Ness Horror (1981)	monster	1981
The Loch Ness Horror (1981)	sea-monster	1981
The Lockhavens (2009)	witch	2009
The Long Way Home: A Bigfoot Story (2007) (V)	bigfoot	2007
The Long Way Home: A Bigfoot Story (2007) (V)	sasquatch	2007
The Lord of the Rings (1978)	demon	1978
The Lord of the Rings (1978)	goblin	1978
The Lord of the Rings (1978)	monster	1978
The Lord of the Rings (1978)	orc	1978
The Lord of the Rings: The Fellowship of the Ring (2001)	demon	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	goblin	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	monster	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	mutant	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	orc	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	sea-monster	2001
The Lord of the Rings: The Fellowship of the Ring (2001)	troll	2001
The Lord of the Rings: The Return of the King (2003)	dragon	2003
The Lord of the Rings: The Return of the King (2003)	ghost	2003
The Lord of the Rings: The Return of the King (2003)	giant-spider	2003
The Lord of the Rings: The Return of the King (2003)	monster	2003
The Lord of the Rings: The Return of the King (2003)	orc	2003
The Lord of the Rings: The Return of the King (2003)	troll	2003
The Lord of the Rings: The Return of the King (2003)	witch	2003
The Lord of the Rings: The Two Towers (2002)	demon	2002
The Lord of the Rings: The Two Towers (2002)	dragon	2002
The Lord of the Rings: The Two Towers (2002)	monster	2002
The Lord of the Rings: The Two Towers (2002)	orc	2002
The Lords of Magick (1989)	zombie	1989
The Lost Boys (1987)	vampire	1987
The Lost City (1935/I)	zombie	1935
The Lost Continent (1968)	monster	1968
The Lost Continent (1968)	sea-monster	1968
The Lost Dream (1949)	devil	1949
The Lost Empire (2001) (TV)	demon	2001
The Lost Empire (2001) (TV)	dragon	2001
The Lost Platoon (1991)	vampire	1991
The Lost Skeleton of Cadavra (2001)	alien	2001
The Lost Skeleton of Cadavra (2001)	monster	2001
The Lost Skeleton of Cadavra (2001)	mutant	2001
The Lost Spider Pit Sequence (2005) (V)	king-kong	2005
The Lost Spider Pit Sequence (2005) (V)	monster	2005
The Lost Tape: Andy's Terrifying Last Days Revealed (2004) (V)	zombie	2004
The Lost World (1925)	dinosaur	1925
The Lost World (1960)	dinosaur	1960
The Lost World (1960)	giant-spider	1960
The Lost World (1992)	dinosaur	1992
The Lost World (1998)	dinosaur	1998
The Lost World (1998) (TV)	dinosaur	1998
The Lost World (2001) (TV)	dinosaur	2001
The Lost World: Jurassic Park (1997)	dinosaur	1997
The Lost World: Jurassic Park (1997)	monster	1997
The Lot (2004)	ghost	2004
The Love War (1970) (TV)	alien	1970
The Lovecraft Chronicles: Dumas (2010)	vampire	2010
The Lovecraft Chronicles: Juggernaut (2009)	monster	2009
The Lovecraft Chronicles: Juggernaut (2009)	mummy	2009
The Lovecraft Chronicles: Leviathan (2010)	sea-monster	2010
The Lovesick Zombie (2009)	zombie	2009
The Low Budget Time Machine (2003)	alien	2003
The Low Budget Time Machine (2003)	monster	2003
The Low Budget Time Machine (2003)	mutant	2003
The Lumberjack of All Trades (2006)	bigfoot	2006
The Lunar Pack (2004) (V)	vampire	2004
The Lunar Pack (2004) (V)	werewolf	2004
The Lure (2007)	vampire	2007
The Lycanthrope (2007)	werewolf	2007
The Machinist (2004)	werewolf	2004
The Mad (2007)	zombie	2007
The Mad Ghoul (1943)	zombie	1943
The Mad Monster (1942)	werewolf	1942
The Magic Christian (1969)	vampire	1969
The Magic Flute (2003) (TV)	dragon	2003
The Magic Lion (2005)	witch	2005
The Magic Mummy (1933)	mummy	1933
The Magic Mummy (1933)	phantom	1933
The Magic Sword (1901)	witch	1901
The Magic Sword (1962)	dragon	1962
The Magic Sword (1962)	monster	1962
The Magic Sword (1962)	ogre	1962
The Mailbox (2002)	ghost	2002
The Maize: The Movie (2004)	ghost	2004
The Majesty of the Haunt (1996)	ghost	1996
The Maltese Bippy (1969)	werewolf	1969
The Man Who Came to Dinner (1942)	mummy	1942
The Man Who Fell to Earth (1976)	alien	1976
The Man Who Wasn't There (1983)	invisible-man	1983
The Man Who Wasn't There (2001)	alien	2001
The Man from Planet X (1951)	alien	1951
The Man from Planet X (1951)	monster	1951
The Man from Planet X (1951)	zombie	1951
The Man in the Maze (2011)	ghost	2011
The Man in the Trunk (1942)	ghost	1942
The Man with the Power (1977) (TV)	alien	1977
The Manitou (1978)	demon	1978
The Manster (1959)	monster	1959
The Many Doors of Albert Whale (2011)	demon	2011
The Mark of Dracula (1997) (V)	dracula	1997
The Mark of Dracula (1997) (V)	vampire	1997
The Marsh (2006)	ghost	2006
The Marvellous World of the Cucu Bird (1991)	ghost	1991
The Marvelous Land of Oz (1987) (V)	dragon	1987
The Marvelous Land of Oz (1987) (V)	witch	1987
The Mask of Fu Manchu (1932)	mummy	1932
The Master Mystery (1920)	robot	1920
The Matrix (1999)	robot	1999
The Matrix Reloaded (2003)	ghost	2003
The Matrix Revolutions (2003)	robot	2003
The Meaning of Life (2005)	alien	2005
The Meat Wagon (2011)	devil	2011
The Mechanical Grave (2012)	demon	2012
